,업종명,인허가일자,업소명,영업자,소재지(도로명),소재지,영업장면적,소재지전화,법인명,업태명,업종명.1
143,일반음식점,33891,현대기사식당,정복선,경상북도 칠곡군 가산면 송신로 10,경상북도 칠곡군 가산면 천평리 612번지 65호  ,0.0,054-971-7733,-,한식,일반음식점
144,일반음식점,33917,페리카나통닭,정영숙,경상북도 칠곡군 약목면 약목로 94,경상북도 칠곡군 약목면 복성리 864번지  ,0.0,054-974-5074,-,통닭(치킨),일반음식점
145,일반음식점,33680,황소식육식당,박일연,경상북도 칠곡군 약목면 약목로 95,경상북도 칠곡군 약목면 복성리 847번지 6호  ,89.58,054-974-3563,-,식육(숯불구이),일반음식점
146,일반음식점,33795,교촌치킨 약목점,이정희,경상북도 칠곡군 약목면 약목로 100,경상북도 칠곡군 약목면 복성리 847번지 18호  ,36.76,054-974-2433,-,통닭(치킨),일반음식점
147,일반음식점,33957,장짜장,김영숙,경상북도 칠곡군 왜관읍 중앙로 162-1,경상북도 칠곡군 왜관읍 왜관리 290번지 1호  ,0.0,054-972-5862,-,중국식,일반음식점
148,일반음식점,33898,하얀집오리가든,이경자,경상북도 칠곡군 동명면 기성8길 8-4,경상북도 칠곡군 동명면 기성리 669번지  ,0.0,,-,한식,일반음식점
149,일반음식점,34016,88식당,오덕순,경상북도 칠곡군 왜관읍 구상길 161,경상북도 칠곡군 왜관읍 왜관리 788번지 15호  ,0.0,054-971-0666,-,식육(숯불구이),일반음식점
150,일반음식점,34030,장수식당,서혜숙,경상북도 칠곡군 왜관읍 칠곡대로 1767,경상북도 칠곡군 왜관읍 삼청리 534번지  ,27.52,054-973-3100,-,한식,일반음식점
151,일반음식점,34009,양지반점,이태구,경상북도 칠곡군 왜관읍 중앙로 243,경상북도 칠곡군 왜관읍 왜관리 187번지 6호  ,47.4,054-971-2461,-,중국식,일반음식점
152,일반음식점,34010,정통손칼국수,배복순,경상북도 칠곡군 왜관읍 중앙로10길 20,경상북도 칠곡군 왜관읍 왜관리 266번지 4호  ,26.91,054-974-0742,-,분식,일반음식점
153,일반음식점,34073,파미힐스컨트리클럽식당,김도중,경상북도 칠곡군 왜관읍 봉계로 263,경상북도 칠곡군 왜관읍 매원리 295번지 1호  ,280.98,054-971-9900,-,한식,일반음식점
154,일반음식점,34330,연정,이정란,경상북도 칠곡군 왜관읍 중앙로2길 15,경상북도 칠곡군 왜관읍 왜관리 253번지 57호 69 ,80.24,054-972-8100,-,한식,일반음식점
155,일반음식점,34053,이어도횟집,조태선,경상북도 칠곡군 왜관읍 관문로 22,경상북도 칠곡군 왜관읍 왜관리 281번지 10호  ,188.98,054-971-2900,-,회집,일반음식점
156,일반음식점,34227,동그라미식당,이선자,경상북도 칠곡군 왜관읍 중앙로6길 6,경상북도 칠곡군 왜관읍 왜관리 236번지 23호  ,31.11,054-974-9833,-,한식,일반음식점
157,일반음식점,34050,함지박추어탕,장의식,경상북도 칠곡군 왜관읍 남부3길 11,경상북도 칠곡군 왜관읍 왜관리 777번지 67호  ,20.2,054-975-8672,-,탕류(보신용),일반음식점
158,일반음식점,33983,금남식당,유정혜,-,경상북도 칠곡군 왜관읍 왜관리 211번지 187호  ,0.0,054-973-5372,-,한식,일반음식점
159,일반음식점,34096,부광식당,이순희,경상북도 칠곡군 왜관읍 중앙로5길 8,경상북도 칠곡군 왜관읍 왜관리 216번지 80호  ,81.44,054-971-0732,-,한식,일반음식점
160,일반음식점,34190,처갓집양념치킨,박종문,경상북도 칠곡군 동명면 금암중앙길 42,경상북도 칠곡군 동명면 금암리 231번지 48호  ,26.01,054-976-7981,-,통닭(치킨),일반음식점
161,일반음식점,34319,만남기사식당,최명이,경상북도 칠곡군 동명면 금암중앙길 61,경상북도 칠곡군 동명면 금암리 274번지 1호  ,39.56,054-971-2349,-,한식,일반음식점
162,일반음식점,34170,해와달,박준홍,경상북도 칠곡군 동명면 한티로 659,경상북도 칠곡군 동명면 기성리 154번지 1호  ,52.6,054-975-6683,-,한식,일반음식점
163,일반음식점,34251,광재식당,김분이,경상북도 칠곡군 동명면 한티로 646-3,경상북도 칠곡군 동명면 기성리 117번지  ,104.4,054-974-8508,-,한식,일반음식점
164,일반음식점,34255,촌닭식당,김필화,경상북도 칠곡군 동명면 득명2길 82-1,경상북도 칠곡군 동명면 득명리 272번지  ,33.36,054-975-4997,-,한식,일반음식점
165,일반음식점,34248,영수기사식당,심봉자,경상북도 칠곡군 석적읍 석적로 649,경상북도 칠곡군 석적읍 포남리 546번지 2호  ,44.2,054-975-2590,-,한식,일반음식점
166,일반음식점,34248,화신식당,오옥선,경상북도 칠곡군 석적읍 석적로 640,경상북도 칠곡군 석적읍 포남리 606번지  ,23.25,054-975-3520,-,한식,일반음식점
167,일반음식점,34030,락향정식당,김종심,경상북도 칠곡군 동명면 한티로 525,경상북도 칠곡군 동명면 기성리 1000번지 2호  ,0.0,,-,한식,일반음식점
168,일반음식점,34332,성주선지국식당,서필분,경상북도 칠곡군 동명면 금암1길 31-1,경상북도 칠곡군 동명면 금암리 231번지 23호  ,38.43,054-976-8428,-,탕류(보신용),일반음식점
169,일반음식점,34173,홍천뚝배기,허춘귀,경상북도 칠곡군 북삼읍 금오대로 77,경상북도 칠곡군 북삼읍 율리 640번지 4호  ,52.0,054-972-3570,-,탕류(보신용),일반음식점
170,일반음식점,34260,동우분식,이복선,경상북도 칠곡군 북삼읍 인평중앙로 26,경상북도 칠곡군 북삼읍 인평리 394번지 9호  ,22.65,054-972-8626,-,분식,일반음식점
171,일반음식점,34197,옛날손칼국수,배화선,경상북도 칠곡군 가산면 경북대로 1328,경상북도 칠곡군 가산면 금화리 185번지 6호  ,86.36,,-,한식,일반음식점
172,일반음식점,34323,홍천뚝배기약목점,조돈희,경상북도 칠곡군 약목면 관호8길 18,경상북도 칠곡군 약목면 관호리 897번지 4호  ,66.3,054-973-2578,-,탕류(보신용),일반음식점
173,일반음식점,34086,고향반점,한정숙,경상북도 칠곡군 약목면 남계1길 1,경상북도 칠곡군 약목면 남계리 94번지 9호  ,107.25,054-975-0879,-,중국식,일반음식점
174,일반음식점,34015,장씨네토종순대,장영석,경상북도 칠곡군 약목면 약목로1길 9-1,경상북도 칠곡군 약목면 복성리 949번지 8호  ,38.44,054-974-7702,-,탕류(보신용),일반음식점
175,일반음식점,34572,지천역전식당,조용대,-,경상북도 칠곡군 지천면 용산리 150번지  ,30.16,053-313-4294,-,탕류(보신용),일반음식점
176,일반음식점,34572,지천식당,오대인,-,경상북도 칠곡군 지천면 용산리 632번지  ,21.58,053-313-2931,-,탕류(보신용),일반음식점
177,일반음식점,34624,금곡식당,김광자,경상북도 칠곡군 지천면 신동서원길 27,경상북도 칠곡군 지천면 신리 34번지 3호  ,36.24,054-972-5665,-,한식,일반음식점
178,일반음식점,34680,송정그린식당,남효금,경상북도 칠곡군 지천면 신동로 78-37,경상북도 칠곡군 지천면 송정리 409번지 4호  ,93.02,054-972-0592,-,한식,일반음식점
179,일반음식점,34661,구미기사식당,김광현,경상북도 칠곡군 왜관읍 칠곡대로 1744,경상북도 칠곡군 왜관읍 삼청리 333번지 8호  ,119.28,054-973-7255,-,한식,일반음식점
180,일반음식점,34670,성화돈타래,정인석,경상북도 칠곡군 왜관읍 전원1길 17,경상북도 칠곡군 왜관읍 왜관리 771번지 17호  ,72.42,054-977-1929,-,한식,일반음식점
181,일반음식점,34522,장수옥식당,이강자,경상북도 칠곡군 왜관읍 석전로 26-3,경상북도 칠곡군 왜관읍 석전리 731번지 20호  ,46.92,054-975-3936,-,한식,일반음식점
182,일반음식점,34631,사랑밭식당,김순연,경상북도 칠곡군 왜관읍 중앙로3길 5,"경상북도 칠곡군 왜관읍 왜관리 235번지 24호 , 25 ",86.81,054-973-3824,-,한식,일반음식점
183,일반음식점,34510,대박냉면,김기홍,경상북도 칠곡군 왜관읍 관문로 34,경상북도 칠곡군 왜관읍 왜관리 283번지  ,119.8,054-973-9392,-,경양식,일반음식점
184,일반음식점,34618,고기사랑,권춘영,경상북도 칠곡군 왜관읍 중앙로2길 22-1,경상북도 칠곡군 왜관읍 왜관리 253번지 49호  ,23.1,,-,식육(숯불구이),일반음식점
185,일반음식점,34510,에프알(FR),오매희,경상북도 칠곡군 왜관읍 중앙로 233,경상북도 칠곡군 왜관읍 왜관리 211번지 176호  ,67.34,054-973-1656,-,경양식,일반음식점
186,일반음식점,34654,우리횟집,이정기,-,"경상북도 칠곡군 왜관읍 석전리 783번지 3호 , 4. 7. 9 ",21.6,054-973-1942,-,회집,일반음식점
187,일반음식점,34689,돈토배기,성민규,경상북도 칠곡군 왜관읍 2번도로길 38,경상북도 칠곡군 왜관읍 왜관리 248번지 22호  ,112.28,054-972-3322,-,탕류(보신용),일반음식점
188,일반음식점,34565,토종식당,김임순,경상북도 칠곡군 왜관읍 시장1길 10,경상북도 칠곡군 왜관읍 왜관리 211번지 51호  ,28.08,054-974-9154,-,한식,일반음식점
189,일반음식점,34667,야화구이,김미진,경상북도 칠곡군 왜관읍 중앙로2길 16,"경상북도 칠곡군 왜관읍 왜관리 253번지 8호 , 24 ",46.0,054-976-7090,-,호프/통닭,일반음식점
190,일반음식점,34549,은아네별난양념고기,이은아,경상북도 칠곡군 왜관읍 구상길 129,경상북도 칠곡군 왜관읍 왜관리 1269번지 5호  ,83.25,054-973-7883,-,식육(숯불구이),일반음식점
191,일반음식점,34653,죽도수산,박말진,경상북도 칠곡군 왜관읍 중앙로9길 3-2,경상북도 칠곡군 왜관읍 왜관리 243번지 11호  ,99.54,054-971-9293,-,식육(숯불구이),일반음식점
192,일반음식점,34547,시골식당,전순애,경상북도 칠곡군 동명면 한티로 817,경상북도 칠곡군 동명면 득명리 371번지 6호  ,57.57,054-975-6851,-,한식,일반음식점
193,일반음식점,34645,화엄정,이승연,경상북도 칠곡군 동명면 가산산성길 42,경상북도 칠곡군 동명면 남원리 60번지  ,68.74,054-972-1939,-,한식,일반음식점
194,일반음식점,34685,바우식당,정무술,경상북도 칠곡군 동명면 한티로 811,경상북도 칠곡군 동명면 득명리 373번지 1호  ,75.37,054-975-6509,-,한식,일반음식점
195,일반음식점,34366,(주)금성홀딩스 한티휴게소지점,최주영,경상북도 칠곡군 동명면 한티로 1245,경상북도 칠곡군 동명면 득명리 산 108번지 1호  ,468.33,054-383-8055,(주)금성홀딩스,한식,일반음식점
196,일반음식점,34452,소양전통음식,황민우,경상북도 칠곡군 동명면 구덕길 12,경상북도 칠곡군 동명면 구덕리 187번지 5호  ,46.8,054-972-7732,-,한식,일반음식점
197,일반음식점,34398,이난숙능이칼국수,이난숙,경상북도 칠곡군 동명면 기성5길 76,경상북도 칠곡군 동명면 기성리 1057번지 1호  ,48.25,054-971-8410,-,한식,일반음식점
198,일반음식점,34680,자양뚝배기,김하석,경상북도 칠곡군 동명면 금암중앙길 87,경상북도 칠곡군 동명면 금암리 299번지 3호  ,94.44,054-976-1356,-,탕류(보신용),일반음식점
199,일반음식점,34667,듬티별미집,최중근,경상북도 칠곡군 가산면 호국로 1274,경상북도 칠곡군 가산면 학산리 635번지 1호  ,198.0,054-972-6335,-,한식,일반음식점
200,일반음식점,34559,아리랑한우식육식당,박숙향,경상북도 칠곡군 북삼읍 인평1길 73,경상북도 칠곡군 북삼읍 인평리 723번지 1호  ,84.32,054-977-6165,-,식육(숯불구이),일반음식점
201,일반음식점,34589,원조식당,정도순,경상북도 칠곡군 가산면 인동가산로 686,경상북도 칠곡군 가산면 학하리 357번지 1호  ,76.05,054-971-2737,-,한식,일반음식점
202,일반음식점,34642,할매손칼국수,장하자,경상북도 칠곡군 가산면 경북대로 1491,경상북도 칠곡군 가산면 천평리 307번지 1호  ,29.7,054-971-7805,-,한식,일반음식점
203,일반음식점,34486,옛고을추어탕어탕,박정님,경상북도 칠곡군 가산면 인동가산로 670,경상북도 칠곡군 가산면 학하리 360번지 2호  ,63.04,054-975-4848,-,탕류(보신용),일반음식점
204,일반음식점,34669,유학산맥식당,김순수,경상북도 칠곡군 가산면 호국로 1129,경상북도 칠곡군 가산면 학산리 947번지 5호  ,76.8,054-972-7293,-,한식,일반음식점
205,일반음식점,34534,금화관광농원,최복란,-,경상북도 칠곡군 가산면 금화리 435번지 1호  ,56.4,054-971-2208,-,한식,일반음식점
206,일반음식점,34419,학산쉼터,이경희,경상북도 칠곡군 가산면 호국로 1275,경상북도 칠곡군 가산면 학산리 637번지 1호  ,62.28,054-973-8436,-,한식,일반음식점
207,일반음식점,34689,코끼리한정식,김성만,경상북도 칠곡군 북삼읍 북삼로 8,경상북도 칠곡군 북삼읍 인평리 1081번지 7호  ,98.0,054-974-8866,-,한식,일반음식점
208,일반음식점,34500,손권임석쇠불고기,이서식,경상북도 칠곡군 북삼읍 금오대로2길 35,경상북도 칠곡군 북삼읍 인평리 1099번지 11호  ,141.45,054-975-0040,-,한식,일반음식점
209,일반음식점,34492,청산추어탕,정점옥,경상북도 칠곡군 약목면 관호8길 20,경상북도 칠곡군 약목면 관호리 897번지 10호  ,63.69,054-972-6753,-,경양식,일반음식점
210,일반음식점,34685,탄다디비라,박옥자,경상북도 칠곡군 약목면 관호8길 15,경상북도 칠곡군 약목면 관호리 890번지 18호  ,72.48,054-977-5637,-,식육(숯불구이),일반음식점
211,일반음식점,34440,행복한밥상,모옥희,경상북도 칠곡군 북삼읍 인강4길 2,경상북도 칠곡군 북삼읍 인평리 670번지 10호  ,84.75,054-463-1302,-,한식,일반음식점
212,일반음식점,34806,금남정,김인순,경상북도 칠곡군 왜관읍 금남2길 13,경상북도 칠곡군 왜관읍 금남리 134번지 1호  ,98.0,054-976-1719,-,기타,일반음식점
213,일반음식점,34873,방앗간식당,정종련,경상북도 칠곡군 왜관읍 석전로6길 23,경상북도 칠곡군 왜관읍 석전리 617번지  ,92.78,054-973-8833,-,한식,일반음식점
214,일반음식점,35009,물산섬분식,장영희,경상북도 칠곡군 왜관읍 2번도로길 22-11,경상북도 칠곡군 왜관읍 왜관리 288번지 8호  ,59.7,054-973-3978,-,한식,일반음식점
215,일반음식점,35060,할매보쌈애부대찌개,김수찬,경상북도 칠곡군 왜관읍 군청4길 14,경상북도 칠곡군 왜관읍 석전리 779번지 3호  ,99.0,054-976-1258,-,한식,일반음식점
216,일반음식점,34810,장독대식당,백양희,경상북도 칠곡군 왜관읍 칠곡대로 1917,경상북도 칠곡군 왜관읍 삼청리 989번지 3호  ,27.68,054-974-0222,-,탕류(보신용),일반음식점
217,일반음식점,34806,김갑성한우마을 왜관점,김영점,경상북도 칠곡군 왜관읍 관문로 19,경상북도 칠곡군 왜관읍 왜관리 281번지 18호  ,245.58,054-975-6802,-,식육(숯불구이),일반음식점
218,일반음식점,35041,족발파는남자,구삼본,경상북도 칠곡군 왜관읍 2번도로길 56,경상북도 칠곡군 왜관읍 왜관리 251번지 46호  ,43.0,054-972-1178,-,패스트푸드,일반음식점
219,일반음식점,34816,대호생복어,박진석,경상북도 칠곡군 왜관읍 평장1길 6,경상북도 칠곡군 왜관읍 왜관리 331번지 1호  ,92.49,054-977-3060,-,복어취급,일반음식점
220,일반음식점,34906,오복루식당,이승욱,경상북도 칠곡군 왜관읍 구상길 195,경상북도 칠곡군 왜관읍 왜관리 785번지 130호  ,32.7,054-974-9567,-,한식,일반음식점
221,일반음식점,35062,단골곱창,정종화,경상북도 칠곡군 왜관읍 2번도로길 98-1,경상북도 칠곡군 왜관읍 왜관리 211번지 25호  ,20.7,054-974-2757,-,호프/통닭,일반음식점
