업종명,업소명,소재지,소재지전화
일반음식점,원화식당,경상북도 문경시 가은읍 대야로 2499,054-000-0000
일반음식점,국수나무 문경시청점,"경상북도 문경시 시청1길 20-1, 1층 (모전동)",054-552-7991
일반음식점,언능오소 한우사랑,경상북도 문경시 마성면 은성로 1041,054-000-0000
일반음식점,원조 나대민 짬뽕전문점,경상북도 문경시 당교12길 5-11 (모전동),054-555-5560
일반음식점,카페 김용,경상북도 문경시 산북면 김용길 278-1,054-000-0000
일반음식점,백운면(점촌점),경상북도 문경시 당교로 206 (모전동),054-552-9482
일반음식점,뭉티기,경상북도 문경시 신흥로 183-1 (점촌동),054-000-0000
일반음식점,정 가마솥사골소머리국밥,"경상북도 문경시 문경읍 새재로 891, 1층",054-000-0000
일반음식점,송포식육식당,"경상북도 문경시 모전로 108, 1층 (모전동)",054-552-7044
일반음식점,업텐브로피자,경상북도 문경시 상신로 21 (점촌동),054-556-5556
일반음식점,문경오미찹쌀만두,경상북도 문경시 문경읍 새재로 898,054-000-0000
일반음식점,삼겹살집 1.,"경상북도 문경시 당교3길 33-1, 1층 (모전동)",054-552-9292
일반음식점,이춘봉인생치킨 문경시청점,"경상북도 문경시 매봉2길 23-13, 대한전설 (모전동)",054-555-2258
일반음식점,정숯불,경상북도 문경시 신흥로 226 (흥덕동),054-555-5656
일반음식점,태국뷔페,경상북도 문경시 신기1길 28 (신기동),054-000-0000
일반음식점,역전할머니맥주 문경모전점,경상북도 문경시 당교로 203 (모전동),054-553-7778
일반음식점,쌍용계곡식당,경상북도 문경시 농암면 청화로 582-7,054-000-0000
일반음식점,양평칼국수,경상북도 문경시 매봉6길 7-7 (모전동),054-555-8052
일반음식점,빠사시탕새닭,경상북도 문경시 중앙8길 10 (점촌동),054-555-8892
일반음식점,면사랑,경상북도 문경시 호서로 76-9 (흥덕동),054-000-0000
일반음식점,가얏골감자탕,경상북도 문경시 문경읍 새재로 396,054-000-0000
일반음식점,zip에서참치,경상북도 문경시 호서로 72 (흥덕동),054-553-3737
일반음식점,속초회직판장,경상북도 문경시 문경읍 청운로 77,054-572-0822
일반음식점,도꾸리,"경상북도 문경시 가은읍 대야로 2501, 2층",054-000-0000
일반음식점,그곳에서,경상북도 문경시 매봉2길 15-1 (모전동),054-552-9994
일반음식점,지니포차,경상북도 문경시 중앙6길 9 (점촌동),054-000-0000
일반음식점,우가네식육식당,"경상북도 문경시 신기3길 10, 1층 101호 (신기동, 성덕하이빌10차)",054-000-0000
일반음식점,강촌.달빛흐르는강,경상북도 문경시 창리강변길 417 (창동),054-000-0000
일반음식점,금천순대,경상북도 문경시 산양면 불암2길 14-4,054-000-0000
일반음식점,밀밭,경상북도 문경시 중앙10길 11 (점촌동),054-553-4040
일반음식점,푸라닭 문경점,경상북도 문경시 매봉2길 23-20 (모전동),054-000-0000
일반음식점,수연이네,경상북도 문경시 중앙6길 17 (점촌동),054-000-0000
일반음식점,오늘은짬뽕땡기는날,경상북도 문경시 영강공원길 111 (흥덕동),054-000-0000
일반음식점,레드,경상북도 문경시 문경읍 문희로 19-1,054-000-0000
일반음식점,골라먹는덮밥,경상북도 문경시 점촌로 29-2 (점촌동),054-000-0000
일반음식점,카페문희,경상북도 문경시 신흥로 181 (점촌동),054-000-0000
일반음식점,곰수냉,경상북도 문경시 가은읍 가은3길 24,054-571-8222
