연번,업소명,업종명,소재지,전화번호,비고
293,원할머니보쌈,일반음식점,경상북도 영천시 영화로 332 (조교동),050-4570-6354,영업
294,삼산구이,일반음식점,경상북도 영천시 역전로 43 (완산동),054-333-7855,영업
295,신중앙족발,일반음식점,경상북도 영천시 옛군청1길 12 (창구동),054-332-5244,영업
296,대영아구전문점,일반음식점,경상북도 영천시 금완로 52-6 (완산동),054-333-5194,영업
297,운우구이식당,일반음식점,"경상북도 영천시 완산중앙2길 18 (완산동,,1079-23)",054-332-1130,주소지불분명
298,부림가든,일반음식점,경상북도 영천시 천문로 540 (오미동),054-332-7560,영업
299,천년레스토랑,일반음식점,경상북도 영천시 최무선로 335-7 (문외동),054-334-5335,영업
300,불타는닭갈비,일반음식점,경상북도 영천시 동문길 76 (문외동),054-335-7397,주소지불분명
301,시골여행,일반음식점,경상북도 영천시 충효로 154 (야사동),054-333-0252,영업
302,제주복집,일반음식점,경상북도 영천시 완산중앙3길 38 (완산동),054-333-2201,영업
303,폭포수식당,일반음식점,경상북도 영천시 완산중앙2길 15 (완산동),054-333-4236,영업
304,지혜식당 ,일반음식점,"경상북도 영천시 시장4길 52, 제3지구동 (완산동,영천공설시장(83,84,87,88))",054-331-0033,영업유무미확인
305,달빛경성술집(영천점),일반음식점,경상북도 영천시 충효로 68-1 (문외동),070-5121-6771,영업
306,바다마을생아구촌,일반음식점,경상북도 영천시 시청남1길 12-21 (문외동),054-338-2555,영업
307,중앙분식,일반음식점,경상북도 영천시 창구동 96-3번지,054-332-2498,영업유무미확인
308,쌔떼치킨,일반음식점,경상북도 영천시 금호읍 금창로 4,054-337-0999,영업
309,민들레막창(식당),일반음식점,경상북도 영천시 금호읍 금호시장길 19,054-331-8931,영업
310,아가페레스토랑,일반음식점,경상북도 영천시 금호읍 금호로 105,054-334-7031,영업유무미확인
311,감나무집(감나무보양탕가든),일반음식점,경상북도 영천시 청통면 장수로 422-8,054-333-7600,영업
312,황가네국수,일반음식점,경상북도 영천시 신녕면 장수로 1699,054-337-0801,영업
313,만리장성,일반음식점,경상북도 영천시 신녕면 화성중앙길 15-8,054-333-6361,영업유무미확인
314,행운식당(칼국수전문점),일반음식점,경상북도 영천시 화산면 장수로 684,054-000-0000,영업
315,전원가든,일반음식점,경상북도 영천시 화남면 구전로 30,054-337-4189,영업
316,산천회집,일반음식점,경상북도 영천시 임고면 신방로 71,054-337-8275,영업
317,비엔나양념통닭,일반음식점,경상북도 영천시,054-335-6670,주소지불분명
318,포은식당,일반음식점,경상북도 영천시 임고면 운주로 3-1,054-335-6863,영업
319,정이가네,일반음식점,경상북도 영천시 임고면 포은로 841-4,054-332-2683,주소지불분명
320,태양가든(다래가든),일반음식점,경상북도 영천시 임고면 포은로 841-10,054-337-5898,영업
321,참조은식당,일반음식점,경상북도 영천시 대창면 금창로 672-10,054-335-7378,영업
322,산동성왕손짜장,일반음식점,경상북도 영천시 대창면 금박로 975,054-335-5060,영업
323,차마시고 밥먹고,일반음식점,경상북도 영천시 고경면 용담로 1589,054-338-6652,영업
324,대박터 국밥집,일반음식점,경상북도 영천시 고경면 호국로 624,054-333-8298,영업
325,금화림,일반음식점,경상북도 영천시 고경면 호국로 1321,054-331-6556,영업
326,경동분식,일반음식점,경상북도 영천시 고경면 호국로 1321,054-335-5070,영업유무미확인
327,감나무집,일반음식점,경상북도 영천시 고경면 가수길 40-7,054-333-3446,주소지불분명
328,안산식당,일반음식점,경상북도 영천시 북안면 운북로 1198,054-332-9158,주소지불분명
329,송포식당,일반음식점,경상북도 영천시 북안면 대경로 2309,054-333-0306,영업
330,맥시칸통닭 임포점,일반음식점,경상북도 영천시 북안면 운북로 2038,054-336-2041,영업
331,송학가든,일반음식점,경상북도 영천시 북안면 엿들길 21-1,054-332-9563,영업유무미확인
332,원광농원가든,일반음식점,경상북도 영천시 북안면 유상길 199-63,054-335-1235,영업
333,연화활어회 타운(연화식당),일반음식점,"경상북도 영천시 북안면 운북로 2037-1 (,332-2)",054-333-1279,영업
334,돌할매식당,일반음식점,경상북도 영천시 북안면 돌할매로 479,054-338-2541,영업
335,삼진식당,일반음식점,경상북도 영천시 북안면 운북로 2033,054-331-2361,영업
336,풍미손칼국수,일반음식점,경상북도 영천시 모란2길 21-12 (야사동),054-333-1015,영업
337,대망구이,일반음식점,경상북도 영천시 백신애길 32 (창구동),054-334-4405,주소지불분명
338,한고궁,일반음식점,경상북도 영천시 한방로 27 (도동),054-331-5656,영업
339,원조동부막창,일반음식점,경상북도 영천시 충효로 129 (야사동),054-332-3130,영업
340,금나한우오리한마당,일반음식점,경상북도 영천시 천문로 626 (오미동),054-332-7278,영업
341,야간 얼큰 우동(영천점),일반음식점,경상북도 영천시 삼산길 30 (문외동),054-333-8535,영업
342,대평반점,일반음식점,경상북도 영천시,054-332-4900,영업유무미확인
343,옛날통닭,일반음식점,"경상북도 영천시 시장5길 7 (완산동,,1000-41)",054-333-3398,주소지불분명
344,바이타임,일반음식점,경상북도 영천시,054-331-2664,주소지불분명
345,곰돌이(콩나물국밥),일반음식점,경상북도 영천시 역전로 39 (완산동),054-333-1251,영업
346,한우사골곰탕,일반음식점,"경상북도 영천시 호국로 124-1 (망정동,,193-7)",054-333-2778,주소지불분명
347,성주돼지국밥,일반음식점,경상북도 영천시 오수1길 5 (오수동),054-331-3218,영업
348,전의전쟁,일반음식점,경상북도 영천시 야사시장1길 12 (야사동),054-337-1671,영업
349,큰손뼈다귀,일반음식점,경상북도 영천시 호국로 47 (야사동),054-333-7171,영업
350,자메이카,일반음식점,경상북도 영천시 충효로 68 (문외동),054-000-0000,영업
351,어가(생선구이),일반음식점,경상북도 영천시 강남길 7-1 (완산동),054-000-0000,영업
352,예전손칼국수,일반음식점,경상북도 영천시 시장1길 10-8 (완산동),054-334-4002,영업
353,옛날짜장면,일반음식점,"경상북도 영천시 상아탑길 13 (화룡동,,-5,-7, 183-1)",054-333-5939,영업
354,작은공간,일반음식점,경상북도 영천시 금호읍 금호로 145,054-336-1333,영업
355,금호왕족발,일반음식점,경상북도 영천시 금호읍 금호로 124,054-338-3003,영업
356,간판없는식당,일반음식점,경상북도 영천시 금호읍 금호로 23-4,054-333-3302,영업
357,푸르지오,일반음식점,경상북도 영천시 청통면 월성길 19,054-000-0000,영업
358,청호한우식당,일반음식점,경상북도 영천시 청통면 장수로 447,054-337-9998,영업
359,쉼터식당,일반음식점,경상북도 영천시 청통면 송천공단길 6,054-335-4858,영업
360,개성순대국밥,일반음식점,경상북도 영천시 청통면 장수로 572,054-335-1224,영업
361,소라식당,일반음식점,경상북도 영천시 청통면 청통로 796,054-333-5557,영업
362,모임의집,일반음식점,경상북도 영천시 청통면 청통로 228,054-338-0063,영업
363,신령역돔양식장횟집,일반음식점,경상북도 영천시 신녕면 찰방길 58,054-331-2346,영업
364,하양식육식당,일반음식점,경상북도 영천시 신녕면 치산효령로 51-1,054-000-0000,주소지불분명
365,황보식당,일반음식점,경상북도 영천시 신녕면 화성중앙길 16-1,054-332-0154,영업
366,풍천식당,일반음식점,경상북도 영천시 신녕면 금송로 1379-16,054-333-5536,영업
367,썬커피(구 솔밭식당),일반음식점,경상북도 영천시 화북면 천문로 2268,054-337-0604,영업
368,신포식당(통닭),일반음식점,경상북도 영천시 신녕면 본관시장길 13 ,054-336-7061,영업
369,삼거리식당,일반음식점,경상북도 영천시 화산면 청통로 4,054-332-5656,영업
370,화산식육식당,일반음식점,경상북도 영천시 화산면 장수로 927,054-336-0994,영업
371,보현산식당,일반음식점,경상북도 영천시 화북면 정각길 128,054-338-0889,영업
372,덕향숯불가든,일반음식점,경상북도 영천시 임고면 덕연길 20,054-337-1940,영업
373,삼겹살 삼국지,일반음식점,경상북도 영천시 임고면 포은로 580,054-338-3312,영업
374,강과바람레스,일반음식점,경상북도 영천시 임고면 포은로 814-11,054-336-2700,강바람펜션
375,영천소머리곰탕,일반음식점,경상북도 영천시 임고면 포은로 841-12,054-338-8904,영업
376,한맥숯불가든,일반음식점,경상북도 영천시 대창면 금박로 1004,054-335-1586,주소지불분명
377,스모프치킨 대창점,일반음식점,경상북도 영천시 대창면 금창로 701,054-335-6427,주소지불분명
378,고향매운탕,일반음식점,경상북도 영천시 고경면 가수길 19,054-337-0606,영업유무미확인
379,윤가네추어탕,일반음식점,경상북도 영천시 고경면 호국로 649,054-332-3111,영업
380,안동식당,일반음식점,경상북도 영천시 북안면 운북로 2113,054-336-1615,영업
381,임포분식,일반음식점,경상북도 영천시 북안면 운북로 2027,054-336-1267,다래분식
382,삼명숯불가든,일반음식점,경상북도 영천시 북안면 운북로 1964,054-333-8093,영업
383,모모치킨,일반음식점,경상북도 영천시 북안면 운북로 2034-1,054-336-6610,영업
384,우정식육식당,일반음식점,경상북도 영천시 북안면 도유길 82,054-337-5223,주소지불분명
385,참바다해물백숙,일반음식점,경상북도 영천시 영화로 377 (망정동),054-331-9292,영업
386,어·호프집이네,일반음식점,경상북도 영천시 최무선로 327 (문외동),054-333-2021,영업
387,진아돌판삼겹살,일반음식점,경상북도 영천시 언하공단로 89 (망정동),054-335-8890,영업
388,웰빙생막걸리,일반음식점,경상북도 영천시 충효로 146 (야사동),054-333-1195,동영식육식당
389,여우꼬리 떡볶이,일반음식점,경상북도 영천시 시장1길 10-3 (완산동),054-333-0021,주소지불분명
390,경원식당,일반음식점,경상북도 영천시 운동장로 22 (교촌동),054-331-6238,영업
391,김해식당,일반음식점,"경상북도 영천시 완산중앙9길 19 (완산동,,-31)",054-332-0324,김해구이
392,똘똘이막창,일반음식점,경상북도 영천시 서문길 90 (성내동),054-336-4395,영업
393,청마루참숯불,일반음식점,경상북도 영천시 호국로 128-1 (망정동),054-334-9887,영업
394,시골보양탕,일반음식점,경상북도 영천시 야사시장1길 14-4 (야사동),054-336-5292,영업
395,명품숯불,일반음식점,경상북도 영천시 시청남1길 12-9 (문외동),054-337-8302,영업
396,웰빙식당,일반음식점,경상북도 영천시 청산1길 18 (문외동),054-333-4144,영업
397,갈릭갱스터치킨,일반음식점,경상북도 영천시 창신길 140-14 (망정동),054-333-9864,주소지불분명
398,멕시칸양념통닭창신점,일반음식점,경상북도 영천시 창신길 140-14 (망정동),054-332-3577,영업
399,멕시칸동부보성점,일반음식점,경상북도 영천시 창신1길 5 (망정동),054-337-9982,영업
400,도동식당,일반음식점,경북 영천시 금호읍 금호로 101,054-333-7124,영업
401,충남식당,일반음식점,경상북도 영천시 시장2길 29 (완산동),054-333-8029,영업유무확인불가
402,남영천기사님식당,일반음식점,경상북도 영천시 영천아이시로 114 (본촌동),054-335-0137,영업
403,술탱크,일반음식점,경상북도 영천시 상록2길 53 (야사동),054-332-5495,영업
404,봉하찜,일반음식점,경상북도 영천시 상록2길 40 (야사동),054-331-4333,영업
405,재천본가,일반음식점,경상북도 영천시 봉동1길 29-48 (봉동),054-335-3621,곰탕과육회
406,마카오,일반음식점,경상북도 영천시 언하공단로 100 (망정동),054-333-0807,영업
407,헐랭이,일반음식점,경상북도 영천시 천문로 208 (금노동),054-332-8181,영업유무확인불가
408,보경식당,일반음식점,경상북도 영천시 시장5길 17 (완산동),054-333-4381,영업
409,혜산식당,일반음식점,경상북도 영천시 무궁화길 69 (문외동),054-332-3725,주소지불분명
410,히든,일반음식점,경상북도 영천시 상록6길 26 (야사동),054-338-6776,영업
411,안동찜닭원조,일반음식점,경상북도 영천시 문화새길 53 (야사동),054-338-9982,영업
